,urls
151,https://www.quikr.com/electronics-appliances/macbook-pro-15-4-inch-retina-2015-mid-intel-i7-16gb-ram-and-256-ss-apple-laptop-almost-like-new-75000-apple-individual+bangalore+W0QQAdIdZ338787291
152,https://www.quikr.com/electronics-appliances/sony-i7-2nd-generation-8gb-ram-500-gb-hard-drive-laptop-heavily-used-13000-individual+delhi+W0QQAdIdZ338889428
153,https://www.quikr.com/electronics-appliances/9393150159-slim-i-mac-all-in-one-desktop-core-i7-8gb-ram-1tb-hdd-27-screen-cataliana-os-neat-condition-screen-problem-apple-laptop-gently-used-37000-apple-verified-seller-dealer+hyderabad+W0QQAdIdZ338567074
154,https://www.quikr.com/electronics-appliances/alienware-15-r2-in-perfect-condition-dell-laptop-gently-used-110000-dell-individual-8gb-15-to-15.9+panvel+W0QQAdIdZ338888448
155,https://www.quikr.com/electronics-appliances/new-condition-hp-laptop-4-gb-ram-500gb-hdd-hp-hewlett-packard-gently-used-8000-hp-hewlett-packard-individual-4gb-14-to-14.9+coimbatore+W0QQAdIdZ338823317
156,https://www.quikr.com/electronics-appliances/asus-rog-gl552jx-gaming-laptop-heavily-used-43000-individual+gurgaon+W0QQAdIdZ338688146
157,https://www.quikr.com/electronics-appliances/latest-imported-dell-latitude-e7240-core-i7-4th-gen-laptops-256-gb-m-sata-hdd-4gb-ram-wi-fi-bluetooth-.-15500-fix-price-call-9866350995-almost-like-new-dealer-12-to-12.9+hyderabad+W0QQAdIdZ336805922
158,https://www.quikr.com/electronics-appliances/thoshiba-satelite-amd-processor-with-graphics-500-gb-hard-drive-gb-ram-windows-10-toshiba-laptop-gently-used-11000-toshiba-individual-2gb-15-to-15.9+bangalore+W0QQAdIdZ338874888
159,https://www.quikr.com/electronics-appliances/condition-is-too-good-toshiba-laptop-almost-like-new-15000-toshiba-individual-1gb-14-to-14.9+kolkata+W0QQAdIdZ338558564
160,https://www.quikr.com/electronics-appliances/running-condition-a6e-looks-like-new-battery-is-very-good-acer-laptop-almost-like-new-10500-acer-individual+kolkata+W0QQAdIdZ338836469
161,https://www.quikr.com/electronics-appliances/dell-i5-used-laptop-e6420-in-good-working-condition-only-at-rs.14-000-+chennai+W0QQAdIdZ300233446
162,https://www.quikr.com/electronics-appliances/hp-pavilion-laptop-used+hyderabad+W0QQAdIdZ338679425
163,https://www.quikr.com/electronics-appliances/macbook-air-just-like-new-with-awesome-cover-accessories-apple-laptop-almost-like-new-55000-apple-individual-8gb-13-to-13.9+mumbai+W0QQAdIdZ338857809
164,https://www.quikr.com/electronics-appliances/acer-predator-helio-300-gaming-laptop+delhi+W0QQAdIdZ338829434
165,https://www.quikr.com/electronics-appliances/dell-latitude-e6330-i5-3rd-gen-excellent-working-laptops-14000-call-9986-293521+bangalore+W0QQAdIdZ312784116
166,https://www.quikr.com/electronics-appliances/lenovo-legion-y540-intel-i7-9th-gen-gtx-1660ti-6gb-16-gb-ram-144hz-refresh-rate-2-years-warranty-laptop-gently-used-69999-individual-more-than-8gb-15-to-15.9+mumbai+W0QQAdIdZ338898081
167,https://www.quikr.com/electronics-appliances/dell-laptop-charger-65w-19.5v-3.34a-less-than-2-months-old-almost-like-new-999-individual+kota+W0QQAdIdZ338895728
168,https://www.quikr.com/electronics-appliances/used-asus-r558uq-dm1106d-core-i7-7th-gen-12-gb-1-tb-15.6-in-for-sale-laptop-gently-used-40000-individual-15-to-15.9+pune+W0QQAdIdZ338886326
169,https://www.quikr.com/electronics-appliances/used-and-refurbissed-laptops-availuable-in-many-configuration-price-9000rs-45000rs+ahmedabad+W0QQAdIdZ287235671
170,https://www.quikr.com/electronics-appliances/gaming-lenovo-laptops-core-i7-nvidia-graphic-15.5-imported-laptops-availuable-in-best-condition-call-8530522049+ahmedabad+W0QQAdIdZ294638704
171,https://www.quikr.com/electronics-appliances/impoted-new-laptop-and-old-laptop-gaming-laptop-macbook-desktop-led-tv-sony-and-samsung-dell-brand-new-19000-dell-individual+delhi+W0QQAdIdZ338603119
172,https://www.quikr.com/electronics-appliances/dell-e-3450-corporate-refurbished-laptop-core-i5-5th-generation-with-1yr-on-site-warranty-almost-like-new-16300-individual-4gb-14-to-14.9+delhi+W0QQAdIdZ338913240
173,https://www.quikr.com/electronics-appliances/hp-n004-tx-good-condition-laptop-hp-hewlett-packard-gently-used-14000-hp-hewlett-packard-individual-4gb-15-to-15.9+bangalore+W0QQAdIdZ338912763
174,https://www.quikr.com/electronics-appliances/gaming-lenovo-laptops-core-i7-nvidia-graphic-15.5-imported-laptops-availuable-in-best-condition-call-8530522049+ahmedabad+W0QQAdIdZ294638704
175,https://www.quikr.com/electronics-appliances/lenovo-flex-4-1470-6th-gen-i7-3.5ghz-16gb-ram-256gb-ssd-storage-500mb-amda-raedon-graphic-card-14-inch-touch-screen-display-fluctating-repair-costs-only-500-rupees-at-your-know-service-vendor-laptop-heavily-used-40001-individual-more-than-8gb-14-to-14.9+hyderabad+W0QQAdIdZ338912521
176,https://www.quikr.com/electronics-appliances/good-condition-toshiba-laptop-gently-used-12500-toshiba-individual+delhi+W0QQAdIdZ338844479
177,https://www.quikr.com/electronics-appliances/lenovo-all-in-one-pc-c20-30-laptop-gently-used-19000-individual+delhi+W0QQAdIdZ338910738
178,https://www.quikr.com/electronics-appliances/dell-latitude-e6410-e6420-e6430-e5430-e6330-e6430s-laptops-sale-12999-from-v-tech-systems-9043161758+chennai+W0QQAdIdZ296150773
179,https://www.quikr.com/electronics-appliances/acer-core-i-3-laptop+pune+W0QQAdIdZ338518439
180,https://www.quikr.com/electronics-appliances/apple-macbook-air-13-inch-display-128gb-ssd-4gb-1.6ghz-intel-i5-laptop-almost-like-new-41000-individual+bangalore+W0QQAdIdZ338907150
181,https://www.quikr.com/electronics-appliances/dell-xps-15-l502x-laptop-in-good-working-condition+bangalore+W0QQAdIdZ338843061
182,https://www.quikr.com/electronics-appliances/all-type-used-apple-macbook-laptops-availuable-in-starting-price-19999rs-contact-8530522049-9033123508+ahmedabad+W0QQAdIdZ294426408
183,https://www.quikr.com/electronics-appliances/good-condition-cheap-price-webcam-wi-fi-is-there-hp-hewlett-packard-laptop-gently-used-8500-hp-hewlett-packard-individual+chennai+W0QQAdIdZ338880224
184,https://www.quikr.com/electronics-appliances/lenovo-e40-500gb-2gb-with-charger-and-bill-laptop-almost-like-new-10100-individual+delhi+W0QQAdIdZ338903842
185,https://www.quikr.com/electronics-appliances/sony-vaio-laptop-gently-used-20000-individual+delhi+W0QQAdIdZ338884380
186,https://www.quikr.com/electronics-appliances/lenovo-t420-i5-used-amazing-working-laptop-only-at-rs-.13-500-+chennai+W0QQAdIdZ299959682
187,https://www.quikr.com/electronics-appliances/lenovo-thinkpad-t440-i7-processor-laptop-gently-used-24999-individual+chennai+W0QQAdIdZ338883123
188,https://www.quikr.com/electronics-appliances/hp-15.6-laptop-8-gb-ram-1-tb-hdd-i7-7th-gen+hyderabad+W0QQAdIdZ338795191
189,https://www.quikr.com/electronics-appliances/scratch-less-core-i5-1tb-hard-disc-dell-laptop-gently-used-25000-dell-individual-4gb-14-to-14.9+delhi+W0QQAdIdZ338882020
190,https://www.quikr.com/electronics-appliances/refurbished-laptop-hp-dell-toshiba-core-i-5-4-gb-ram-320gb-hdd-+ahmedabad+W0QQAdIdZ291833974
191,https://www.quikr.com/electronics-appliances/hp-pavillion-i7-processor-8gb-ram-256gb-ssd-everything-works-perfectly-with-original-charger-hp-hewlett-packard-laptop-almost-like-new-33000-hp-hewlett-packard-individual+bangalore+W0QQAdIdZ338882149
192,https://www.quikr.com/electronics-appliances/320gb-hardisk-4gb-ram.-new-battery-dell-laptop-gently-used-15000-dell-individual+mumbai+W0QQAdIdZ338882465
193,https://www.quikr.com/electronics-appliances/dell-inspiron-15r-3537-laptop-gently-used-22500-individual-6gb-15-to-15.9+pune+W0QQAdIdZ338880796
194,https://www.quikr.com/electronics-appliances/used-refurbished-lenovo-thinkpad-l430-i5-3rd-gen-laptops+ahmedabad+W0QQAdIdZ289685336
195,https://www.quikr.com/electronics-appliances/dell-latitude-e6430-14.1-inch-premium-business-core-i5-laptop+pune+W0QQAdIdZ287194366
196,https://www.quikr.com/electronics-appliances/hp-envy-notebook-15-beats-audio-i7-1tb-8gb-2-years-premium-laptop-hp-hewlett-packard-almost-like-new-42000-hp-hewlett-packard-individual-15-to-15.9+hyderabad+W0QQAdIdZ338880946
197,https://www.quikr.com/electronics-appliances/hp-envy-notebook-15-beats-audio-i7-1tb-8gb-2-years-premium-laptop-hp-hewlett-packard-almost-like-new-42000-hp-hewlett-packard-individual-15-to-15.9+hyderabad+W0QQAdIdZ338880992
198,https://www.quikr.com/electronics-appliances/dell-inspiron-1525-laptop+pune+W0QQAdIdZ338588984
199,https://www.quikr.com/electronics-appliances/old-lenovo-t430-laptop-with-core-i5-3rd-8gb-1tb+pune+W0QQAdIdZ282488339
200,https://www.quikr.com/electronics-appliances/gaming-laptop-core-i5-laptop-4-gb-graphics-card-dell-almost-like-new-17999-dell-individual-4gb-15-to-15.9+delhi+W0QQAdIdZ338716728
201,https://www.quikr.com/electronics-appliances/dell-laptop-latitude-e6400-almost-like-new-10000-individual-2gb-14-to-14.9+bangalore+W0QQAdIdZ338901980
202,https://www.quikr.com/electronics-appliances/dell-inspiron-3558-8gb-ram-1tb-hdd-4gb-graphic-card-nvdia-laptop-gently-used-37000-individual+hyderabad+W0QQAdIdZ338901685
203,https://www.quikr.com/electronics-appliances/high-end-editing-dell-workstation-m6500-core-i5-processor-laptops-500gb-4gb-ram-wi-fi-bluetooth-.-24999-fix-price-call-9866350995+hyderabad+W0QQAdIdZ288409763
204,https://www.quikr.com/electronics-appliances/urgent-sale-hp-hewlett-packard-laptop-gently-used-22000-hp-hewlett-packard-individual-2gb-13-to-13.9+bangalore+W0QQAdIdZ338809150
205,https://www.quikr.com/electronics-appliances/sony-vaio-core-i3-condition-is-very-good-2gb-ram-320-hard-disk-web-cam-price-negotiable-laptop-gently-used-12501-individual+pune+W0QQAdIdZ338896700
206,https://www.quikr.com/electronics-appliances/lenovo-thinkpad-e460-8gb-ram-business-laptop-good-working-condition+delhi+W0QQAdIdZ338788793
207,https://www.quikr.com/electronics-appliances/on-sport-buying-laptop-in-bulk-quantity-in-any-condition-in-india-apple+bangalore+W0QQAdIdZ295675828
208,https://www.quikr.com/electronics-appliances/dell-inspiron-7559-4gb-graphics-8gb-ram-i5-6300hq-6th-gen-1tb-hdd.feel-like-new-laptop-almost-like-new-40000-individual-more-than-8gb-15-to-15.9+hyderabad+W0QQAdIdZ338823472
209,https://www.quikr.com/electronics-appliances/-broken-touch-hp-laptop-x360-i5-processor-8gb-ram-1tb-hard-disk+delhi+W0QQAdIdZ338689834
210,https://www.quikr.com/electronics-appliances/asus-laptop-intel-atom-1.6ghz-200gb-hard-disk-1gb-ram-windows-xp-almost-like-new-6000-individual+bangalore+W0QQAdIdZ338888734
211,https://www.quikr.com/electronics-appliances/do-you-have-apple-macbook-all-other-laptops-for-sale-contact+gurgaon+W0QQAdIdZ299405161
212,https://www.quikr.com/electronics-appliances/asus-rog-strix-g-g731gt-17.3-fhd-gaming-laptop-gtx-1650-4gb-graphics-almost-like-new-64500-individual-8gb-above-16+pune+W0QQAdIdZ338894677
213,https://www.quikr.com/electronics-appliances/hp-pavilion-2gbram-500hdd-windows-7-hp-hewlett-packard-laptop-heavily-used-6000-hp-hewlett-packard-individual+hyderabad+W0QQAdIdZ338887412
214,https://www.quikr.com/electronics-appliances/dell-vostro-15-laptop.-1-tb-hdd-4-gb-ram-i3-6006u-brand-new.-no-issues-almost-like-new-29000-individual-4gb-15-to-15.9+bangalore+W0QQAdIdZ338895134
215,https://www.quikr.com/electronics-appliances/dell-laptop-with-paid-anti-virus-protection-of-quick-heal-7506022284-fix-rate-price+mumbai+W0QQAdIdZ281226236
216,https://www.quikr.com/electronics-appliances/dell-laptop-8-gb-ram-1-tb-rom-intel-core-i3-processor-almost-like-new-25000-individual+delhi+W0QQAdIdZ338895095
217,https://www.quikr.com/electronics-appliances/battry-problem-dell-laptop-gently-used-10000-dell-individual+delhi+W0QQAdIdZ338894987
218,https://www.quikr.com/electronics-appliances/sony-viao-laptop-bought-from-usa+pune+W0QQAdIdZ338637641
219,https://www.quikr.com/electronics-appliances/apple-macbook-pro-a1398-8gb-ram-256gb-ssd-15.4-inch-retina-display-screen+bangalore+W0QQAdIdZ315042015
220,https://www.quikr.com/electronics-appliances/hp-6470b-probook-i5-3rd-gen-8gb-250gb-hdd-in-good-condition-with-good-battery-backup-webcam.+bangalore+W0QQAdIdZ338707404
221,https://www.quikr.com/electronics-appliances/17-inch-i7-gaming-laptop-samsung+delhi+W0QQAdIdZ338841884
222,https://www.quikr.com/electronics-appliances/sony-vaio-core-i3-condition-is-very-good-2gb-ram-320-hard-disk-web-cam-price-negotiable-laptop-gently-used-12001-individual+pune+W0QQAdIdZ338894445
223,https://www.quikr.com/electronics-appliances/intel-i3-4gb-500hdd-hcl-me-icon-m54-laptop-gently-used-12499-individual-14-to-14.9+delhi+W0QQAdIdZ338893167
224,https://www.quikr.com/electronics-appliances/dell-i3-processor-4gb-ram-512gb-storage-for-more-info+thiruvalla+W0QQAdIdZ338566718
225,https://www.quikr.com/electronics-appliances/asus-laptop-with-replaced-ssd+chennai+W0QQAdIdZ338594416
226,https://www.quikr.com/electronics-appliances/lenovo-core-i5-8th-generation-8gb-ram-1tb-hard-drive-256-gb-ssd-4gb-nvidia-graphic-card-laptop-almost-like-new-60000-individual+delhi+W0QQAdIdZ338889397
227,https://www.quikr.com/electronics-appliances/dell-laptop-e4310-almost-like-new-17000-individual-4gb-13-to-13.9+mumbai+W0QQAdIdZ338874980
228,https://www.quikr.com/electronics-appliances/call-on-8595610790-for-lenovo-ideapad-130-core-i3-7th-generation-4gb-ram-1tb-hdd+mumbai+W0QQAdIdZ338822074
229,https://www.quikr.com/electronics-appliances/dual-os-laptop-cum-tablet-andriod-windows-official-.intel-atom-x5-z8300-cpu-1.44gz-4gb-ram-alldocube-gently-used-14000-alldocube-individual+mumbai+W0QQAdIdZ338888472
230,https://www.quikr.com/electronics-appliances/hp-omen-gaming-laptop-hp-hewlett-packard-unboxed-110999-hp-hewlett-packard-individual-more-than-8gb-above-16+bangalore+W0QQAdIdZ338887066
231,https://www.quikr.com/electronics-appliances/2014-model-hp15-r022-tx-laptop-hp-hewlett-packard-gently-used-25000-hp-hewlett-packard-individual-8gb-15-to-15.9+kolkata+W0QQAdIdZ338784297
232,https://www.quikr.com/electronics-appliances/apple-macbook-pro-retina-display-a1398-16gb-ram-512gb-ssd.+bangalore+W0QQAdIdZ309986646
233,https://www.quikr.com/electronics-appliances/laptop-seller-hp-hewlett-packard-almost-like-new-5500-hp-hewlett-packard-individual+mumbai+W0QQAdIdZ338820085
234,https://www.quikr.com/electronics-appliances/all-in-one-desktop-lenovo-3rd-generation-i3-.20inch-4gb-ram-500gb-harddisk-laptop-almost-like-new-15000-individual+bangalore+W0QQAdIdZ338376616
235,https://www.quikr.com/electronics-appliances/asus-laptop-gently-used-58000-asus-individual+vizag+W0QQAdIdZ338578980
236,https://www.quikr.com/electronics-appliances/excelleny-working-lenovo-t440p-core-i5-4th-gen-4gb-ram-500gb-hdd-webcam-16500-+bangalore+W0QQAdIdZ314649013
237,https://www.quikr.com/electronics-appliances/hp-hewlett-packard-laptop-almost-like-new-21000-hp-hewlett-packard-individual+bangalore+W0QQAdIdZ338844026
238,https://www.quikr.com/electronics-appliances/dell-insipiron-15-5559-laptop-for-sale-with-excellent-condition-7668127100+kanpur+W0QQAdIdZ338719226
239,https://www.quikr.com/electronics-appliances/sony-viao-netbook-laptop-gently-used-10000-individual-below-12+chennai+W0QQAdIdZ338704627
240,https://www.quikr.com/electronics-appliances/lenovo-thinkpad-x1-carbon-core-i7-3rd-8gb-180gb-ssd-rs.-32000+pune+W0QQAdIdZ284445866
241,https://www.quikr.com/electronics-appliances/msi-gl63-9sdk-9th-gen-i7-9750h-1tb-256ssd-16gb-gtx1660ti6gb-rgb-kbd-laptop-almost-like-new-89990-individual-more-than-8gb-15-to-15.9+delhi+W0QQAdIdZ338746066
242,https://www.quikr.com/electronics-appliances/laptop-in-good-condition-gentky-usd-gateway-gently-used-8500-gateway-individual+chennai+W0QQAdIdZ338652053
243,https://www.quikr.com/electronics-appliances/dell-vastro-3568-laptop-almost-like-new-25000-individual-4gb-15-to-15.9+nashik+W0QQAdIdZ338724491
244,https://www.quikr.com/electronics-appliances/apple-macbook-pro-13-inch-hd-core-i5-8gb-ram-500gb-hdd+bangalore+W0QQAdIdZ295643017
245,https://www.quikr.com/electronics-appliances/dell-latitude-e6510-i7-4gb-256-gb-ssd-solid-state-drive-new-adapter+mumbai+W0QQAdIdZ287901944
246,https://www.quikr.com/electronics-appliances/hp-laptop-almost-new-condition-hp-hewlett-packard-almost-like-new-19000-hp-hewlett-packard-individual+kolkata+W0QQAdIdZ338645563
247,https://www.quikr.com/electronics-appliances/hp-pavilion-laptop-i3-processor-hp-hewlett-packard-gently-used-12000-hp-hewlett-packard-individual-2gb+pune+W0QQAdIdZ338873798
248,https://www.quikr.com/electronics-appliances/im-selling-my-laptop-hp-hewlett-packard-laptop-gently-used-7000-hp-hewlett-packard-individual+hyderabad+W0QQAdIdZ338848142
249,https://www.quikr.com/electronics-appliances/call-08040901432-9845452721-refurbished-excellent-condition-best-price-dell-t3600-workstation-cpu-xeon-quad-core-16gb-ram-500gb-harddisk-nvidia-quadro-2000-graphic.-price-16-000.-desktop-almost-like-new-16000-dealer-more-than-8gb-above-16+bangalore+W0QQAdIdZ338937402
250,https://www.quikr.com/electronics-appliances/inspiron-15-3565-dell-laptop-almost-like-new-28999-dell-individual-4gb-15-to-15.9+bangalore+W0QQAdIdZ338873985
251,https://www.quikr.com/electronics-appliances/dell-laptop-8-gb-ram-1-tb-rom-intel-core-i3-processor+delhi+W0QQAdIdZ338832612
252,https://www.quikr.com/electronics-appliances/dell-latitude-e6540core-i7-4th-generation8gb-ram1tb-hddwindows-sticker15.6-hd-displaya-grade21k-x-2only-2-nos-available-laptop-gently-used-28000-individual+bangalore+W0QQAdIdZ338645626
253,https://www.quikr.com/electronics-appliances/laptop-for-sale-lenovo-gently-used-6000-lenovo-individual+bangalore+W0QQAdIdZ338840669
254,https://www.quikr.com/electronics-appliances/macbook-air-i5-apple-laptop-almost-like-new-51000-apple-individual-8gb+hyderabad+W0QQAdIdZ338758093
255,https://www.quikr.com/electronics-appliances/dell-latitude-5450-i5-4th-gen-500gb-8gb-ram-with-graphic-card-web-cam-laptop-gently-used-23001-individual-14-to-14.9+chennai+W0QQAdIdZ338615583
256,https://www.quikr.com/electronics-appliances/dell-i7-laptop-available-good-working-condition-gently-used-19000-individual+hyderabad+W0QQAdIdZ338867378
257,https://www.quikr.com/electronics-appliances/hp-laptop-probook-640-8gb-256ssd-win10-pro-almost-new+bangalore+W0QQAdIdZ338751890
258,https://www.quikr.com/electronics-appliances/hp-840-g2-touchscreen-hp-hewlett-packard-laptop-almost-like-new-27000-hp-hewlett-packard-individual-8gb-13-to-13.9+bangalore+W0QQAdIdZ338628989
259,https://www.quikr.com/electronics-appliances/dual-core-6-gb-rab-500-gb-hdd-display-is-not-coming-original-os-hp-hewlett-packard-laptop-gently-used-8500-hp-hewlett-packard-individual+hyderabad+W0QQAdIdZ338546450
260,https://www.quikr.com/electronics-appliances/dell-inspiron-3565-amd-e2-7th-gen-15.6-inch-laptop-4gb-1tb-hdd-windows-10-black-2.5kg-brand-new-28999-individual-15-to-15.9+chennai+W0QQAdIdZ338849935
261,https://www.quikr.com/electronics-appliances/acer-gaming-laptop-nvidia4gb-i7-8gb-1tb+pune+W0QQAdIdZ338811664
262,https://www.quikr.com/electronics-appliances/i3-4gb-ram-hard-disk-500gb-lenovo-laptop-gently-used-16500-lenovo-individual+delhi+W0QQAdIdZ338835176
263,https://www.quikr.com/electronics-appliances/intel-i5-laptop-8gb-ram-sale-25000-hp-hewlett-packard-gently-used-hp-hewlett-packard-individual-14-to-14.9+kolkata+W0QQAdIdZ338733448
264,https://www.quikr.com/electronics-appliances/sony-office-laptop.-very-powerful-specs.-selling-bcoz-business-is-not-running-and-need-money-gently-used-27999-individual+hyderabad+W0QQAdIdZ338857893
265,https://www.quikr.com/electronics-appliances/executive-look-professional-series-dell-latitude-e6430-i7-3rd-gen-9cell-battery-laptop-almost-like-new-14999-individual+bangalore+W0QQAdIdZ338871577
266,https://www.quikr.com/electronics-appliances/hp-envy-notebook-15-beats-audio-i7-1tb-8gb-2-years-premium-laptop-hp-hewlett-packard-almost-like-new-42000-hp-hewlett-packard-individual-15-to-15.9+hyderabad+W0QQAdIdZ338880016
267,https://www.quikr.com/electronics-appliances/acer-laptop-for-sell-gently-used-35000-individual-8gb-15-to-15.9+delhi+W0QQAdIdZ338879226
268,https://www.quikr.com/electronics-appliances/call-08040901432-9845452721-refurbished-excellent-condition-best-price-hp-z-800-workstation-cpu-xeon-quad-core-double-processor-32gb-ram-1-tb-sas-harddisk-nvidia-quadro-1gb-graphic.-price-hp-hewlett-packard-desktop-almost-like-new-32000-hp-hewlett-packard-dealer-more-than-8gb-above-16+bangalore+W0QQAdIdZ338755452
269,https://www.quikr.com/electronics-appliances/dell-vostro-new-laptop-only-omonth-use-4gb-ram-1tb-hard-disk-i3-7th-generation-processor-windows-10-licence-market-price-45k-bill-and-box-is-available-with-warranty-card.+mumbai+W0QQAdIdZ338878769
270,https://www.quikr.com/electronics-appliances/lenovo-laptop+delhi+W0QQAdIdZ338558103
271,https://www.quikr.com/electronics-appliances/gently-used-lenovo-laptop-sp-100-ideapod-4gb-ram-and-500gb-hard-disk-i3-5th-generation-20000-individual+hyderabad+W0QQAdIdZ338840554
272,https://www.quikr.com/electronics-appliances/hp-15-ac028tx-gaming-laptop-intel-corr-i7+delhi+W0QQAdIdZ338836294
273,https://www.quikr.com/electronics-appliances/core-i3-laptop-in-good-condition+chennai+W0QQAdIdZ338808484
274,https://www.quikr.com/electronics-appliances/asus-rog-gaming-laptop-for-sale-gently-used-50000-individual-more-than-8gb-above-16+bangalore+W0QQAdIdZ338816943
275,https://www.quikr.com/electronics-appliances/dell-inspiron-15-3565-laptop-almost-like-new-28999-individual-4gb-15-to-15.9+bangalore+W0QQAdIdZ338861138
276,https://www.quikr.com/electronics-appliances/4gb-500gb-celeron-reach-rcn025-laptop-unboxed-10000-reach-rcn025-individual-14-to-14.9+delhi+W0QQAdIdZ338869559
277,https://www.quikr.com/electronics-appliances/macbook-pro-13-apple-laptop-brand-new-100000-apple-individual-13-to-13.9+bangalore+W0QQAdIdZ338869643
278,https://www.quikr.com/electronics-appliances/brand-new-gaming-laptop-asus-rog-strix-scar-iii+bilaspur+W0QQAdIdZ338859225
279,https://www.quikr.com/electronics-appliances/apple-macbook-air-laptop-almost-like-new-55000-individual+chennai+W0QQAdIdZ338690879
280,https://www.quikr.com/electronics-appliances/lenovo-ideapad-320-intel-core-i3-6th-gen-15.6-inch-laptop-almost-like-new-26499-individual-6gb-15-to-15.9+noida+W0QQAdIdZ338710511
281,https://www.quikr.com/electronics-appliances/i-want-to-sell-my-hp-15-laptop-with-wireless-mouse-and-bag-in-gently-used-well-maintained-in-excellent-working-condition-price-is-little-negotiable-pls-call-86502505o5+almora+W0QQAdIdZ338889085
282,https://www.quikr.com/electronics-appliances/i5-8th-gen-processor-hp-hewlett-packard-laptop-almost-like-new-30000-hp-hewlett-packard-individual-4gb-13-to-13.9+jhunjhunu+W0QQAdIdZ338563948
283,https://www.quikr.com/electronics-appliances/hi-we-have-all-kind-laptop-and-desktop-refurbished-with-good-quality.-we-have-multiple-brands-as-per-your-requirement.-hp-hewlett-packard-gently-used-13000-hp-hewlett-packard-individual+bangalore+W0QQAdIdZ338776184
284,https://www.quikr.com/electronics-appliances/macbook-pro-ratina-13-2015-model-apple-laptop-almost-like-new-65000-apple-individual-8gb-13-to-13.9+bangalore+W0QQAdIdZ338755540
285,https://www.quikr.com/electronics-appliances/urgently-want-to-sell-lenovo-g50-45-laptop-almost-like-new-25000-individual-6gb+mumbai+W0QQAdIdZ338769652
286,https://www.quikr.com/electronics-appliances/in-very-good-condition-dell-laptop-brand-new-dell-individual-4gb-15-to-15.9+mumbai+W0QQAdIdZ338774827
287,https://www.quikr.com/electronics-appliances/call-08040901432-9845452721-refurbished-excellent-condition-best-price-dell-lenovo-desktop-core-2-duo-2gb-ram-250gb-harddisk-17-lcd-monitor-keyboard-and-mouse.-price-6500.-almost-like-new-dealer-above-16+bangalore+W0QQAdIdZ338637411
288,https://www.quikr.com/electronics-appliances/vpcyb15ag-amd-e-350-cpu-4gb-ram-120-gb-ssd-sony-laptop-gently-used-10999-sony-individual-below-12+bangalore+W0QQAdIdZ338735525
289,https://www.quikr.com/electronics-appliances/macbook-pro-retina-13-inch-early-2015-apple-laptop-almost-like-new-70000-apple-individual+bangalore+W0QQAdIdZ338863261
290,https://www.quikr.com/electronics-appliances/laptop-i5-laptop-6th-gen-128-gb-ssd-1-tb-hdd-12-gb-ram-asus-gently-used-23000-asus-individual+delhi+W0QQAdIdZ338796998
291,https://www.quikr.com/electronics-appliances/compaq-laptop-hardly-used-almost-like-new-20000-individual+mumbai+W0QQAdIdZ338865039
292,https://www.quikr.com/electronics-appliances/lenovo-ideapad-320-laptop-gently-used-28000-individual-8gb-15-to-15.9+bangalore+W0QQAdIdZ338864606
293,https://www.quikr.com/electronics-appliances/lenovo-t430-corporate-refurbished-laptop-core-i5-3rd-generation-with-1yr-on-site-warranty-almost-like-new-13500-individual-4gb-14-to-14.9+delhi+W0QQAdIdZ338861468
294,https://www.quikr.com/electronics-appliances/brand-new-condition-executive-lenovo-thinkpad-t440-core-i5-4th-gen-8-gb-ram-dual-battery-laptop-almost-like-new-18500-individual+bangalore+W0QQAdIdZ338849372
295,https://www.quikr.com/electronics-appliances/laptop-i5-1-gb-graphics-card-4gb-ram-with-excellent-condition-hcl-gently-used-15000-hcl-individual-15-to-15.9+gandhinagar+W0QQAdIdZ338584387
296,https://www.quikr.com/electronics-appliances/asus-i3-laptop+asansol+W0QQAdIdZ338639360
297,https://www.quikr.com/electronics-appliances/asus-gaming-laptop-rog-gl553-high-parformace-like-new-condition-7908862995+habra+W0QQAdIdZ338811635
298,https://www.quikr.com/electronics-appliances/sony-vaio-e-series-laptop+bhubaneswar+W0QQAdIdZ338643155
299,https://www.quikr.com/electronics-appliances/asus-x540l-laptop-.+thrissur+W0QQAdIdZ338831159
300,https://www.quikr.com/electronics-appliances/lenovo-ideapad-300-i5-6th-gen-4gb-1tb-hdd-battery-3-3.5-hours-with-basic-work-laptop-gently-used-20000-individual-15-to-15.9+hyderabad+W0QQAdIdZ338778997
301,https://www.quikr.com/electronics-appliances/battery-problem-otherwise-system-is-ok-and-fine-sony-laptop-gently-used-6000-sony-individual-2gb-15-to-15.9+kolkata+W0QQAdIdZ338764748
302,https://www.quikr.com/electronics-appliances/dell-inspiron-2-in-1-11-inches-red-colour-model-number-p25t-laptop-almost-like-new-45000-individual+hyderabad+W0QQAdIdZ338734265
303,https://www.quikr.com/electronics-appliances/lenovo-ideapad-laptop-gently-used-23000-individual-8gb-15-to-15.9+bangalore+W0QQAdIdZ338786739
304,https://www.quikr.com/electronics-appliances/lenovo-g570-fully-functional-with-2gb-ram-and-320gb-hdd-laptop-gently-used-10501-individual+delhi+W0QQAdIdZ338575775
305,https://www.quikr.com/electronics-appliances/dell-inspiron-i3-laptop-for-sale+pune+W0QQAdIdZ338588112
